leto;ime;priimek;kategorija;spol;datum rojstva;drzava rojstva
2020;Charles;Rice;medicine;male;25-08-1952;US
2020;Michael;Houghton;medicine;male;1949-00-00;GB
2020;Harvey;Alter;medicine;male;12-09-1935;US
2020;Andrea;Ghez;physics;female;16-06-1965;US
2021;Abdulrazak;Gurnah;literature;male;1948-00-00;
2021;Joshua;Angrist;economics;male;18-09-1960;US
2021;David;Card;economics;male;1956-00-00;CA
2021;Dmitry;Muratov;peace;male;1961-00-00;RU
2021;Guido;Imbens;economics;male;03-09-1963;NL
2021;Maria;Ressa;peace;female;02-10-1963;PH
2021;David;MacMillan;chemistry;male;16-03-1968;GB
2021;Syukuro;Manabe;physics;male;21-09-1931;JP
2021;Giorgio;Parisi;physics;male;04-08-1948;IT
2021;Klaus;Hasselmann;physics;male;25-10-1931;DE
2021;Ardem;Patapoutian;medicine;male;1967-00-00;LB
2021;David;Julius;medicine;male;04-11-1955;US
2021;Benjamin;List;chemistry;male;11-01-1968;DE
2022;Ben;Bernanke;economics;male;13-12-1953;US
2022;Center for Civil Liberties;;peace;org;2007-00-00;
2022;Memorial;;peace;org;1987-00-00;
2022;Ales;Bialiatski;peace;male;25-09-1962;RU
2022;Annie;Ernaux;literature;female;01-09-1940;FR
2022;Morten;Meldal;chemistry;male;1954-00-00;DK
2022;Anton;Zeilinger;physics;male;20-05-1945;AT
2022;John F.;Clauser;physics;male;01-12-1942;US
2022;Alain;Aspect;physics;male;15-06-1947;FR
2022;Svante;Pääbo;medicine;male;20-04-1955;SE
2022;Barry;Sharpless;chemistry;male;28-04-1941;US
2022;Douglas;Diamond;economics;male;25-10-1953;US
2022;Carolyn;Bertozzi;chemistry;female;10-10-1966;US
2022;Philip;Dybvig;economics;male;22-05-1955;US
